"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"1195","57081","R14459","Restaurant (Liquor)","Active","TANA ETHIOPIAN CUISINE LLC","TANA ETHIOPIAN CUISINE LLC","5929 BAUM BLVD, PITTSBURGH PA 15206-3807","5929 BAUM BLVD, PITTSBURGH PA 15206-3807",NA,"SEIFU HAILEYESUS","Allegheny County","Pittsburgh","Mar 20,2025","May 31,2026",-79.9269101,40.4606334
"1196","117704","R19153","Restaurant (Liquor)","Active","COOL SPRINGS FOOD AND BEVERAGE LLC","COOL SPRINGS FOOD AND BEVERAGE LLC","1530 HAMILTON RD, PITTSBURGH PA 15234-2028","11 STANWIX ST STE 1202, PITTSBURGH PA 15222","COOL SPRINGS ASSOCIATES LP","JEFFREY A ELLIS","Allegheny County","Bethel Park","May 8,2025","May 31,2026",-80.0146174,40.3540748
"1197","70577","R9716","Restaurant (Liquor)","Active","FIFTY FIRST STREET LLC","SPIRIT","242 51ST ST, PITTSBURGH PA 15201","242 51ST ST, PITTSBURGH PA 15201","BARR PROPERTIES INC","THOMAS R BARR","Allegheny County","Pittsburgh","May 20,2025","May 31,2026",-79.9565819,40.4786392
"1198","45044","R14265","Restaurant (Liquor)","Active","GRAN CANAL CAFFE, INC.","GRAN CANAL CAFFE, INC.","1021 N CANAL ST SHARPSBURG, PITTSBURGH PA 15215-2487","1021 N CANAL ST SHARPSBURG, PITTSBURGH PA 15215-2487",NA,"MICHELE BONAVENTURA","Allegheny County","Sharpsburg","Apr 2,2025","May 31,2026",-79.93166,40.4947611
"1199","50496","R20163","Restaurant (Liquor)","Active","ATRIA'S BEVERLY ROAD LLC","ATRIA'S RESTAURANT AND TAVERN","110 BEVERLY RD, PITTSBURGH PA 15216-1300","110 BEVERLY RD, PITTSBURGH PA 15216-1300",NA,"THOMAS V MCCLAIN","Allegheny County","Mt Lebanon Twp","Apr 24,2025","May 31,2026",-80.0467569,40.393718
"1200","91951","R1144","Restaurant (Liquor)","Active","SHEETZ INC","SHEETZ #376","1000 CLAIRTON BLVD, PITTSBURGH PA 15236","1000 CLAIRTON BLVD, PITTSBURGH PA 15236","PTM LP","JAMARIS TIRADO","Allegheny County","Pleasant Hills","Mar 25,2025","May 31,2026",-79.9428265,40.3200469
"1201","121606","R5960","Restaurant (Liquor)","Safekeeping","JAMES ST TAVERN LLC","JAMES ST TAVERN","422 FORELAND ST, PITTSBURGH PA 15212-4863","422 FORELAND ST, PITTSBURGH PA 15212-4863","422 FORELAND LLC",NA,"Allegheny County","Pittsburgh","May 23,2025","May 31,2026",-80.0011301,40.4545422
"1202","101299","R2116","Restaurant (Liquor)","Safekeeping","BREWDOG PITTSBURGH LLC","BREWDOG PITTSBURGH","6144 CENTRE AVE, PITTSBURGH PA 15205","6144 CENTRE AVE, PITTSBURGH PA 15205","EASTSIDE LIMITED PARTNERSHIP, III","MOLLY E SUTTER","Allegheny County","Pittsburgh","Apr 1,2025","May 31,2026",-79.922991,40.460402
"1203","33435","R16656","Restaurant (Liquor)","Safekeeping","BRINKER PENN TRUST","CHILIS GRILL & BAR","7404 MCKNIGHT RD, PITTSBURGH PA 15237-3514","7404 MCKNIGHT RD, PITTSBURGH PA 15237-3514",NA,"DAVID P HAVRILESKO","Allegheny County","Ross Twp","Apr 15,2025","May 31,2026",-80.0119297,40.5411794
"1204","119549","R41","Restaurant (Liquor)","Safekeeping","TIPSY MASALA LLC","TIPSY MASALA","965 LIBERTY AVE, PITTSBURGH PA 15222-3701","965 LIBERTY AVE, PITTSBURGH PA 15222-3701","965 LIBERTY AVE DOWNTOWN LLC","NAR B BISTA","Allegheny County","Pittsburgh","May 20,2025","May 31,2026",-79.9957245,40.4437933
"1205","131014","SO60895","Special Occasion Permit","Active","PITTSBURGH COMMUNITY KITCHEN","PITTSBURGH COMMUNITY KITCHEN","150 OLIVER AVE, PITTSBURGH PA 15202-1426","150 OLIVER AVE, PITTSBURGH PA 15202-1426",NA,NA,"Allegheny County","Pittsburgh","May 15,2025","Dec 31,2025",-80.1018091,40.5110918
"1206","127746",NA,"Special Occasion Permit","Pending","A+ SCHOOLS PITTSBURGH COMMUNITY ALLIANCE FOR PUBLIC EDUCATION","A+SCHOOLS PITTSBURGH COMMUNITY ALLIANCE FOR PUBLIC EDUCATION","102 6TH AVE, STE 1430, PITTSBURGH PA 15229-1234","102 6TH AVE, STE 1430, PITTSBURGH PA 15229-1234",NA,NA,"Allegheny County","West Homestead",NA,"Dec 31,2025",-80.02482,40.5224008
"1207","131414",NA,"Hotel (Liquor)","Pending","LVPA ASSOCIATES LLC","TRYP BY WYNDHAM PITTSBURGH/LAWRENCEVILLE","177 40TH ST, PITTSBURGH PA 15201-3249","177 40TH ST, PITTSBURGH PA 15201-3249",NA,NA,"Allegheny County","Pittsburgh",NA,NA,-79.9627705,40.4695144
"1208","130054","R6970","Restaurant (Liquor)","Pending","THAI CHILI LLC","DANCING CRAB THAI","6018 BROAD ST, PITTSBURGH PA 15206","6018 BROAD ST, PITTSBURGH PA 15206",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2025",-79.9238991,40.4619996
"1209","129913","R445","Restaurant (Liquor)","Pending","CHAMPIONS SPORTS BAR AND GRILL LLC","CHAMPIONS SPORTS BAR AND GRILL","3344 SAW MILL RUN BLVD, PITTSBURGH PA 15227","3344 SAW MILL RUN BLVD, PITTSBURGH PA 15227",NA,NA,"Allegheny County","Brentwood",NA,"May 31,2026",-79.983028,40.374553
"1210","107424","AB47792","Alcohol Beverage","Active","GOODLANDER LLC","GOODLANDER LLC","6614 HAMILTON AVE, PITTSBURGH PA 15206-4130","6614 HAMILTON AVE, PITTSBURGH PA 15206-4130",NA,NA,"Allegheny County","Pittsburgh","Oct 25,2024","Dec 31,2028",-79.9102159,40.45744
"1211","110","AE209","Alcohol Tax-Exempt","Active","CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC","PHARMACY DEPT","4401 PENN AVE, PITTSBURGH PA 15224","4401 PENN AVE, PITTSBURGH PA 15224",NA,NA,"Allegheny County","Pittsburgh","Oct 9,2024","Dec 31,2028",-79.9535222,40.4670012
"1212","24988","AE48","Alcohol Tax-Exempt","Active","UNIVERSITY OF PITTSBURGH OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION","UNIVERSITY OF PITTSBURGH OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION","PITT CHEM STKRM CHEVRON SCIENCE CTR 219 PARKMAN PL RM 326, PITTSBURGH PA 15260","PITT CHEM STKRM CHEVRON SCIENCE CTR 219 PARKMAN PL RM 326, PITTSBURGH PA 15260",NA,"TONYA BUTLER","Allegheny County","Pittsburgh","Sep 12,2024","Dec 31,2028",-79.9576131,40.4460423
"1213","1635","C3476","Club (Liquor)","Active","RICHARD L. FERGUSON VETERANS CLUB","RICHARD L. FERGUSON VETERANS CLUB","401 DRAPER ST, EAST PITTSBURGH PA 15112-1057","401 DRAPER ST, EAST PITTSBURGH PA 15112-1057","RICHARD L FERGUSON AMERICAN LEGION POST 527","JOHN BROWN","Allegheny County","East Pittsburgh","Apr 17,2025","May 31,2026",-79.8451454,40.3948604
"1214","2535","C5531","Club (Liquor)","Active","MEMORIAL HOME OF POST 490","MEMORIAL HOME OF POST 490","1008 CASTLE SHANNON BLVD CASTLE SHANNON, PITTSBURGH PA 15234-1804","1008 CASTLE SHANNON BLVD CASTLE SHANNON, PITTSBURGH PA 15234-1804","MEMORIAL HOME OF POST 490","GINA FREUND","Allegheny County","Castle Shannon","Apr 17,2025","May 31,2026",-80.0246003,40.3653559
"1215","2110","C4609","Club (Liquor)","Active","WEST LIBERTY ATHLETIC ASSOCIATION","WEST LIBERTY ATHLETIC ASSOCIATION","212 CAPE MAY AVE, PITTSBURGH PA 15216-3708","212 CAPE MAY AVE, PITTSBURGH PA 15216-3708","WEST LIBERTY ATHLETIC ASSOCIATION","JAMES LOWEN","Allegheny County","Pittsburgh","Apr 4,2025","May 31,2026",-80.0200313,40.4095208
"1216","1997","C4347","Club (Liquor)","Active","BEADLING SPORTS CLUB","BEADLING SPORTS CLUB","675 PAINTERS RUN RD, PITTSBURGH PA 15228-1024","675 PAINTERS RUN RD, PITTSBURGH PA 15228-1024","BEADLING SPORTS CLUB","MICHAEL H RUSSMAN","Allegheny County","Upper St Clair Twp","Mar 4,2025","May 31,2026",-80.0690122,40.3615143
"1217","866","C1216","Club (Liquor)","Active","PRIVATE SOLDIERS AND SAILORS LEGION OF PENNSYLVANIA","PRIVATE SOLDIERS AND SAILORS LEGION OF PENNSYLVANIA","4059 BOULEVARD DR, PITTSBURGH PA 15217-2620","4059 BOULEVARD DR, PITTSBURGH PA 15217-2620","PRIVATE SOLDIERS AND SAILORS LEGION OF PENNSYLVANIA","ANGELO LAMANTI","Allegheny County","Pittsburgh","May 19,2025","May 31,2026",-79.9380422,40.4262813
"1218","913","C1358","Club (Liquor)","Active","GRANDVIEW SOCIAL CLUB OF MT. WASHINGTON","GRANDVIEW SOCIAL CLUB OF MT. WASHINGTON","200 FINGAL ST, PITTSBURGH PA 15211-1012","200 FINGAL ST, PITTSBURGH PA 15211-1012","THOMAS C TIGHE","JOSEPH TIGHE","Allegheny County","Pittsburgh","Mar 25,2025","May 31,2026",-80.02711,40.4406818
"1219","28047","C2185","Club (Liquor)","Active","ST. ANTHONY LYCEUM","ST. ANTHONY LYCEUM","1626 HATTERAS ST, PITTSBURGH PA 15212-4395","1626 HATTERAS ST, PITTSBURGH PA 15212-4395","CATHOLIC DIOCESE OF PITTSBURGH","DOUGLAS R BARTOLOWITS","Allegheny County","Pittsburgh","Apr 8,2025","May 31,2026",-79.983667,40.4638629
"1220","3094","CC1108","Catering Club (Liquor)","Active","RIVERS CLUB","RIVERS CLUB","ONE OXFORD CENTRE GRANT ST, PITTSBURGH PA 15219-1407","ATTN: Legal Dept  5221 North O'Connor Blvd., Suite 300     , Irving TX 75039-3786","OXFORD DEVELOPMENT CORP.","ROSEMARY FISHER","Allegheny County","Pittsburgh","Jan 31,2025","May 31,2026",-79.9990769,40.4383265
"1221","23127","CC5583","Catering Club (Liquor)","Active","SOUTH BALDWIN SOCIAL CLUB","SOUTH BALDWIN SOCIAL CLUB","5311 MCANULTY RD BALDWIN, PITTSBURGH PA 15236-2532","5311 MCANULTY RD BALDWIN, PITTSBURGH PA 15236-2532",NA,"ANTHONY A MACHI","Allegheny County","Baldwin","Apr 16,2025","May 31,2026",-79.9972455,40.3409953
"1222","3031","CC804","Catering Club (Liquor)","Active","CHARTIERS COUNTRY CLUB","CHARTIERS COUNTRY CLUB","601 BALDWIN RD, PITTSBURGH PA 15205","601 BALDWIN RD, PITTSBURGH PA 15205","CHARTIERS COUNTRY CLUB","HERB HYLAND","Allegheny County","Robinson Twp","Mar 3,2025","May 31,2026",-80.0932265,40.4352031
"1223","676","CC688","Catering Club (Liquor)","Active","THE TEUTONIA MANNERCHOR OF ALLEGHENY CITY","THE TEUTONIA MANNERCHOR OF ALLEGHENY CITY","857 PHINEAS ST, PITTSBURGH PA 15212-8026","857 PHINEAS ST, N S PITTSBURGH PA 15212-8026","THE TEUTONIA MANNERCHOR OF ALLEGHENY CITY","THOMAS R MORGAN","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-79.9949848,40.4551748
"1224","1091","CC44145","Catering Club (Liquor)","Active","THE YOUNG MENS REPUBLICAN CLUB OF ALLEGHENY","THE YOUNG MENS REPUBLICAN CLUB OF ALLEGHENY","631-633 SUISMON ST, PITTSBURGH PA 15212-4926","631-633 SUISMON ST, PITTSBURGH PA 15212-4926","JENNIFER BAKER","THOMAS C GORMAN JR","Allegheny County","Pittsburgh","Mar 31,2025","May 31,2026",-79.9985806,40.4553739
"1225","91165","D3723","Distributor (Malt)","Active","UPTOWN BEER LLC","UPTOWN BEER LLC","1605 5TH AVE, PITTSBURGH PA 15219","1605 5TH AVE, PITTSBURGH PA 15219","THREE CENTER INDEPENDENT OIL REAL ESTATE LP","AYMAN Y ZAAROUR","Allegheny County","Pittsburgh","Feb 28,2025","May 31,2026",-79.9834485,40.4386184
"1226","66726","D252","Distributor (Malt)","Active","GRANDVIEW DISTRIBUTING INC","GRANDVIEW DISTRIBUTING INC","1325 GRANDVIEW AVE, PITTSBURGH PA 15211-1205","1325 GRANDVIEW AVE, PITTSBURGH PA 15211-1205","DANIEL ERB","DANIEL ERB","Allegheny County","Pittsburgh","Mar 12,2025","May 31,2026",-80.0204228,40.4386819
"1227","81200","D3302","Distributor (Malt)","Active","GOVIND ENTERPRISE INC","GOVIND ENTERPRISE INC","6910-6918 5TH AVE, PITTSBURGH PA 15208","6910-6918 5TH AVE, PITTSBURGH PA 15208","DARSHANA & PRAKASH MANIYAR","PRAKASH G MANIYAR","Allegheny County","Pittsburgh","Mar 27,2025","May 31,2026",-79.9085164,40.4572853
"1228","95003","D2225","Distributor (Malt)","Active","BALDWIN BEER LLC","BALDWIN CONFLUENCE BEER","5001 CURRY RD UNIT 1A, PITTSBURGH PA 15236","5001 CURRY RD UNIT 1A, PITTSBURGH PA 15236","BROCATO COLONNADE LLC","KUL KHADKA","Allegheny County","Baldwin","May 19,2025","May 31,2026",-79.9952643,40.3489817
"1229","70225","E2668","Eating Place Retail Dispenser (Malt)","Active","PASTOLIS PIZZA  PASTA AND PAISANS INC","PASTOLIS PIZZA  PASTA AND PAISANS INC","1900 MURRAY AVE, PITTSBURGH PA 15217-1657","1900 MURRAY AVE, PITTSBURGH PA 15217-1657",NA,"MARYANN RIDING","Allegheny County","Pittsburgh","Jun 2,2025","May 31,2026",-79.923087,40.4358356
"1230","52900","G373","Brewery","Active","EAST END BREWING COMPANY INC","EAST END BREWING COMPANY","6580 FRANKSTOWN AVE, PITTSBURGH PA 15206","6580 FRANKSTOWN AVE, PITTSBURGH PA 15206",NA,"SCOTT SMITH","Allegheny County","Pittsburgh","Oct 8,2024","Dec 31,2025",-79.911646,40.459433
"1231","99787","G44061","Brewery","Active","PBV HOLDINGS, INC.","VELUM FERMENTATION","150 S 22ND ST, PITTSBURGH PA 15203","218 MCLAUGHLIN LANE, FRANKLIN PA 16323","HOWARD S & MALCOM P BERGER","NATHAN J MCLAUGHLIN","Allegheny County","Pittsburgh","Dec 27,2024","Dec 31,2025",-79.9752289,40.4264283
"1232","105886","G48330","Brewery","Active","BACK ALLEY BREWING COMPANY","BACK ALLEY BREWING COMPANY","2975 W LIBERTY AVE, PITTSBURGH PA 15216-2543","2975 W LIBERTY AVE, PITTSBURGH PA 15216-2543","KEITH & LYNN BUONO","LEE T SIFFORD","Allegheny County","Dormont","Jan 2,2025","Dec 31,2025",-80.0359898,40.3933632
"1233","90783","GA36707","Grain Alcohol","Active","MAJID BEY","MAJID BEY","1061 SILVERDALE ST, PITTSBURGH PA 15221","1061 SILVERDALE ST, PITTSBURGH PA 15221",NA,NA,"Allegheny County","Pittsburgh","Jan 23,2018",NA,-79.8809766,40.4577553
"1234","92622","GA37820","Grain Alcohol","Active","DANIEL RODGERS","DANIEL RODGERS","2314 MISSION ST, PITTSBURGH PA 15203","2314 MISSION ST, PITTSBURGH PA 15203",NA,NA,"Allegheny County","Pittsburgh","May 2,2018",NA,-79.9731064,40.4229618
"1235","104807","GA46268","Grain Alcohol","Active","ZACHARY ROHRER","ZACHARY ROHRER","405 S ATLANTIC AVE APT 3, PITTSBURGH PA 15224","405 S ATLANTIC AVE APT 3, PITTSBURGH PA 15224",NA,NA,"Allegheny County","Pittsburgh","Dec 23,2020","Dec 31,2025",-79.9390562,40.4593179
"1236","119284","GA55311","Grain Alcohol","Active","JOHN T KENNY","JOHN T KENNY","4979 PARKVUE DR, PITTSBURGH PA 15236","4979 PARKVUE DR, PITTSBURGH PA 15236",NA,NA,"Allegheny County","Whitehall","Sep 13,2023","Dec 31,2028",-79.9848915,40.3505216
"1237","95992","GA40222","Grain Alcohol","Active","JAMES MCKNIGHT","JAMES MCKNIGHT","4807 COLERIDGE ST, PITTSBURGH PA 15201","4807 COLERIDGE ST, PITTSBURGH PA 15201",NA,NA,"Allegheny County","Pittsburgh","Dec 17,2018",NA,-79.9348465,40.4799809
"1238","100803","GS44462","Brewery Storage","Active","BREWERY ACQUISITION OPERATIONS, LLC","PENNSYLVANIA LIBATIONS","1700 PENN AVE UNIT A, PITTSBURGH PA 15222","1700 PENN AVE UNIT A, PITTSBURGH PA 15222","S & R SUNSERI","NIKKOLAS G WHITEN","Allegheny County","Pittsburgh","Dec 3,2024","Dec 31,2025",-79.9855866,40.4498427
"1239","47562","H101","Hotel (Liquor)","Active","OMNI PITTSBURGH CORPORATION","OMNI WILLIAM PENN HOTEL","530 WM PENN PL MELLON SQ, PITTSBURGH PA 15219","530 WM PENN PL MELLON SQ, PITTSBURGH PA 15219",NA,"MICHAEL J MEDEIROS","Allegheny County","Pittsburgh","Feb 28,2025","May 31,2026",-79.9966305,40.4406356
"1240","69797","H2054","Hotel (Liquor)","Active","NEVILLE FOOD & BEVERAGE LLC","NEVILLE HOTEL","4901 & 4905 GRAND AVE, PITTSBURGH PA 15225-1323","4901 & 4905 GRAND AVE, PITTSBURGH PA 15225-1323","RIVER NORTH REAL ESTATE LP","PAUL CARMODY","Allegheny County","Neville Twp","Mar 5,2025","May 31,2026",NA,NA
"1241","53598","H4716","Hotel (Liquor)","Active","MS RESTAURANT, INC.","COMFORT INN","699 RODI RD, PITTSBURGH PA 15235-4525","699 RODI RD, PITTSBURGH PA 15235-4525",NA,"MOHAMMED TANVIR","Allegheny County","Wilkins Twp","Apr 1,2025","May 31,2026",-79.8265577,40.4432597
"1242","112669","H36056","Hotel (Liquor)","Active","STEEL CITY HH LLC","HOTEL INDIGO PITTSBURGH EAST LIBERTY","123 N HIGHLAND AVE, PITTSBURGH PA 15206-3027","123 N HIGHLAND AVE, PITTSBURGH PA 15206-3027","STEEL CITY HH LLC","RACHEL S CICERO","Allegheny County","Pittsburgh","May 13,2025","May 31,2026",-79.9246101,40.462262
"1243","106002","I48698","Importer","Active","ARCHER ROOSE INC","ARCHER ROOSE WINES","911 JAMES ST STE 1, PITTSBURGH PA 15212","796 TREMONT ST, BOSTON MA 02118","UNCLE RAY'S REAL ESTATE LLC","RAYMOND P SEFSCIK","Allegheny County","Pittsburgh","Jun 4,2024","Jun 30,2025",-80.0015779,40.4554184
"1244","126074","IA57705","Transporter for Hire Class A","Active","C G SIMMONS LLC","C G SIMMONS","3010 SASSAFRAS WAY, PITTSBURGH PA 15201-1548","3010 SASSAFRAS WAY, PITTSBURGH PA 15201-1548",NA,NA,"Allegheny County","Pittsburgh","Feb 4,2025","Dec 31,2025",-79.9709584,40.4577639
"1245","80656","IA30233","Transporter for Hire Class A","Active","FEDEX SUPPLY CHAIN INC","FEDEX SUPPLY CHAIN INC","100 PAPERCRAFT PARK, PITTSBURGH PA 15238","100 PAPERCRAFT PARK, PITTSBURGH PA 15238",NA,NA,"Allegheny County","Aspinwall","Oct 2,2024","Dec 31,2025",-79.8711828,40.4876962
"1246","8741","ID1149","Importing Distributor (Malt)","Active","VECENIE'S DISTRIBUTING COMPANY","VECENIE'S DISTRIBUTING COMPANY","138-140 NORTH AVE MILLVALE, PITTSBURGH PA 15209-2528","138-140 NORTH AVE MILLVALE, PITTSBURGH PA 15209-2528",NA,"JANINE VECENIE","Allegheny County","Millvale","Apr 4,2025","May 31,2026",-79.9750174,40.4806532
"1247","66120","LK344","Limited Winery","Active","R WINE CELLAR LLC","R WINE CELLAR LLC","2517-2519 PENN AVE, PITTSBURGH PA 15222","2517-2519 PENN AVE, PITTSBURGH PA 15222","TWIN PLAZA BUILDING, LLC","KATHLEEN S RUSSELL","Allegheny County","Pittsburgh","Apr 17,2025","Dec 31,2025",-79.979519,40.454479
"1248","61187","LK275","Limited Winery","Active","ENGINEHOUSE 25 WINES LLC","ENGINEHOUSE 25 WINES LLC","3339 PENN AVE, PITTSBURGH PA 15201-1337","3339 PENN AVE, PITTSBURGH PA 15201-1337",NA,"DUANE RIEDER","Allegheny County","Pittsburgh","Jan 2,2025","Dec 31,2025",-79.9678922,40.4625073
"1249","66238","LK346","Limited Winery","Active","PITTSBURGH WINERY LLC","PITTSBURGH WINERY LLC","2809 PENN AVE, PITTSBURGH PA 15222","2809 PENN AVE, PITTSBURGH PA 15222","2815 PENN AVENUE ASSOCIATES LLC","TIMOTHY GABER","Allegheny County","Pittsburgh","Feb 19,2025","Dec 31,2025",-79.9754888,40.4571477
"1250","9095","PAF13","Performing Arts Facility","Active","THE PITTSBURGH PUBLIC THEATER CORPORATION","THE PITTSBURGH PUBLIC THEATER CORPORATION","621 PENN AVE, PITTSBURGH PA 15222-3204","621 PENN AVE, PITTSBURGH PA 15222-3204",NA,"TRENT WOLFRED","Allegheny County","Pittsburgh","Apr 17,2025","May 31,2026",-80.001526,40.4431
"1251","96627","PAF41346","Performing Arts Facility","Active","AFRICAN AMERICAN CULTURAL CENTER","AUGUST WILSON CULTURAL CENTER","980 LIBERTY AVE, PITTSBURGH PA 15222","980 LIBERTY AVE, PITTSBURGH PA 15222",NA,"DENISE A CHURCH","Allegheny County","Pittsburgh","Apr 10,2025","May 31,2026",-79.9955118,40.4434275
"1252","102235","R16622","Restaurant (Liquor)","Active","CONDADO TACOS 18 LLC","CONDADO TACOS","301 SOUTH HILLS VILLAGE ROOM 2400, PITTSBURGH PA 15241","301 SOUTH HILLS VILLAGE ROOM 2400, PITTSBURGH PA 15241","SOUTH HILLS VILLAGE ASSOCIATES LP","JILLIAN R HURLEY","Allegheny County","Bethel Park","Mar 31,2025","May 31,2026",-80.0550084,40.3419265
"1253","84205","R14563","Restaurant (Liquor)","Active","CONDADO TACOS 3 LLC","CONDADO TACOS 3 LLC","971 LIBERTY AVE, PITTSBURGH PA 15222-3701","429 FOURTH AVE STE 1701, PITTSBURGH PA 15219-1507","GLICKMAN REAL ESTATE DEVELOPMENT LP","JOHN J COLINEAR","Allegheny County","Pittsburgh","Mar 31,2025","May 31,2026",-79.9954887,40.4438081
"1254","69409","R10850","Restaurant (Liquor)","Active","BLAIR TRIO ENTERPRISES LLC","THE FLATS ON CARSON","1500 E CARSON ST, PITTSBURGH PA 15203-1702","1500 E CARSON ST, PITTSBURGH PA 15203-1702",NA,"MARK C SENECA","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-79.9833329,40.4286879
"1255","92395","R9996","Restaurant (Liquor)","Active","PORKYS LLC","PORKYS PLAIN OLD BAR","34-36 BRIDGE ST, PITTSBURGH PA 15223","34-36 BRIDGE ST, PITTSBURGH PA 15223","PROBST PITTSBURGH LLC","CHAD A JOCKEL","Allegheny County","Etna","May 30,2025","May 31,2026",-79.9427629,40.4970851
"1256","56561","R1543","Restaurant (Liquor)","Active","CAMPAU MANAGEMENT INC","PLEASURE BAR","4729-33 LIBERTY AVE, PITTSBURGH PA 15224-2069","4729-33 LIBERTY AVE, PITTSBURGH PA 15224-2069",NA,"JAMIE M CAMPAU","Allegheny County","Pittsburgh","Feb 28,2025","May 31,2026",-79.9486923,40.4617151
"1257","51741","R9807","Restaurant (Liquor)","Active","MILLER SPORTS ENTERTAINMENT LTD","SIDELINES BAR AND GRILL","621 EVERGREEN AVE MILLVALE, PITTSBURGH PA 15209-2248","621 EVERGREEN AVE MILLVALE, PITTSBURGH PA 15209-2248","RONALD JR & RONALD DELUCA SR","NICOLE R MASON","Allegheny County","Millvale","Mar 3,2025","May 31,2026",-79.9725151,40.4854912
"1258","117697","R1552","Restaurant (Liquor)","Active","POETRY LOUNGE LLC","POETRY LOUNGE","313 NORTH AVE, PITTSBURGH PA 15209","313 NORTH AVE, PITTSBURGH PA 15209","TEPPENRIGHT, LLC","SEAN D ENRIGHT","Allegheny County","Millvale","Apr 10,2025","May 31,2026",-79.9741601,40.4821316
"1259","58255","R18307","Restaurant (Liquor)","Active","THE THEME ENTERTAINMENT INC","THE THEME ENTERTAINMENT INC","15 DEWALT AVE BRENTWOOD, PITTSBURGH PA 15227-3215","15 DEWALT AVE BRENTWOOD, PITTSBURGH PA 15227-3215",NA,"PATRICIA CASEY","Allegheny County","Brentwood","Apr 2,2025","May 31,2026",-79.9838074,40.3649736
"1260","62387","R19162","Restaurant (Liquor)","Active","RED ROBIN INTERNATIONAL INC","RED ROBIN GOURMET BURGERS","301 SOUTH HILLS VILLAGE SPACE 2005B, PITTSBURGH PA 15241-1400","301 SOUTH HILLS VILLAGE SPACE 2005B, PITTSBURGH PA 15241-1400",NA,"CHRISTOPHER M FETSICK","Allegheny County","Bethel Park","Mar 31,2025","May 31,2026",-80.0548894,40.3418026
"1261","105978","R12002","Restaurant (Liquor)","Active","LAWRENCEVILLE SPECIALTY LP","ALTA VIA PIZZA","169-G BAKERY SQ BLVD 6425 PENN AVE, PITTSBURGH PA 15206-4037","5740 BAUM BLVD, PITTSBURGH PA 15206-3775","BAKERY SQUARE RETAIL LP","KENNEDY A R LANDIS","Allegheny County","Pittsburgh","Mar 14,2025","May 31,2026",-79.9159542,40.456751
"1262","68282","R1645","Restaurant (Liquor)","Active","H & R BROTHERS 4 LLC","H & R BROTHERS 4 LLC","1936 MURRAY AVE, PITTSBURGH PA 15217-1608","1936 MURRAY AVE, PITTSBURGH PA 15217-1608",NA,"JASHIM UDDIN","Allegheny County","Pittsburgh","Apr 2,2025","May 31,2026",-79.9230118,40.4350644
"1263","62029","R9211","Restaurant (Liquor)","Active","WALNUT GROVE WATERWORKS LLC","WALNUT GROVE WATERWORKS LLC","911 FREEPORT RD, PITTSBURGH PA 15238-3123","911 FREEPORT RD, PITTSBURGH PA 15238-3123","GUMBERG ASSOCIATES CHAPEL SQUARE","MARC J HOURVITZ","Allegheny County","Pittsburgh","Apr 28,2025","May 31,2026",-79.8889277,40.4869807
"1264","129721","R7710","Restaurant (Liquor)","Active","REVA HOSPITALITY MANAGEMENT INC","REVA MODERN INDIAN CUISINE","220 N HIGHLAND AVE, PITTSBURGH PA 15206-3026","C/O ANKITKUMAR PATEL  104 WHITNEY DR, CRANBERRY TOWNSHIP PA 16066","EDWARD J LESOON JR","PRITESH PATEL","Allegheny County","Pittsburgh","Jun 9,2025","May 31,2026",-79.9237957,40.4629299
"1265","64998","R10917","Restaurant (Liquor)","Active","GAELIC 17 INC","GAELIC 17 INC","5832 FORWARD AVE., PITTSBURGH PA 15217-3739","5832 FORWARD AVE., PITTSBURGH PA 15217-3739","3 KATZ CREW LP","AUDREY K BARNHART","Allegheny County","Pittsburgh","Mar 27,2025","May 31,2026",-79.9224528,40.4294184
"1266","56546","R9929","Restaurant (Liquor)","Active","MANDEL & THEL INC","YOUNG BROTHERS","1439-43 WOODS RUN RD, PITTSBURGH PA 15212-2347","1441-43 WOODS RUN AVE, PITTSBURGH PA 15212-2347","KEITH YOUNGER","JERMAINE YOUNGER","Allegheny County","Pittsburgh","Mar 6,2025","May 31,2026",-80.0242382,40.4835695
"1267","55633","R12500","Restaurant (Liquor)","Active","RSSJ LTD","RSSJ LTD","2518 E CARSON ST, PITTSBURGH PA 15203-2101","2518 E CARSON ST, PITTSBURGH PA 15203-2101",NA,"MARTIN R MALONEY","Allegheny County","Pittsburgh","Mar 28,2025","May 31,2026",-79.9690684,40.4274014
"1268","50275","R8744","Restaurant (Liquor)","Active","FISHER & MURRAY INC","PUB IN THE PARK","7034 BLACKHAWK ST SWISSVALE, PITTSBURGH PA 15218-2322","7034 BLACKHAWK ST SWISSVALE, PITTSBURGH PA 15218-2322",NA,"ROBERT E FISHER JR","Allegheny County","Swissvale","Mar 12,2025","May 31,2026",-79.8975562,40.4213854
