LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
118507,SO54612,Special Occasion Permit,Expired,B P O ELKS FRACKVILLE LODGE NO 1533,B P O ELKS FRACKVILLE LODGE NO 1533,"307 S 3RD ST, FRACKVILLE PA 17931-2058","307 S 3RD ST, FRACKVILLE PA 17931-2058",,,Schuylkill County,Frackville,"Jul 14,2023","Jul 29,2023"
126261,SO57814,Special Occasion Permit,Expired,THE TILEWORKS OF BUCKS COUNTY,THE TILEWORKS OF BUCKS COUNTY,"130 E SWAMP RD, DOYLESTOWN PA 18901-2451","130 E SWAMP RD, DOYLESTOWN PA 18901-2451",,,Bucks County,Doylestown Twp,"Jun 4,2024","Sep 29,2024"
130378,SO60497,Special Occasion Permit,Expired,ATLAS FIRE COMPANY NO. 1,ATLAS FIRE COMPANY NO. 1,"306 W SAYLOR ST, ATLAS PA 17851-1044","306 W SAYLOR ST, ATLAS PA 17851-1044",,,Northumberland County,Mt Carmel Twp,"Mar 6,2025","Mar 15,2025"
118392,SO54525,Special Occasion Permit,Expired,WHITE HAVEN FIRE COMPANY NO. 1,WHITE HAVEN FIRE COMPANY NO. 1,"212-214 MAIN ST, WHITE HAVEN PA 18661-1407","212-214 MAIN ST, WHITE HAVEN PA 18661-1407",,JEFFREY CARTER,Luzerne County,White Haven,"Jul 10,2023","Jul 22,2023"
80385,SO30303,Special Occasion Permit,Expired,[To delete - 1]: ZELIENOPLE AREA PUBLIC LIBRARY,,,,,,Butler County,Zelienople,"Jun 14,2016","Sep 22,2016"
130144,SO60329,Special Occasion Permit,Expired,GOOD WILL HOSE CO NO 1,GOOD WILL HOSE CO NO 1,"225 S BALLIET ST, FRACKVILLE PA 17931-2105","225 S BALLIET ST, FRACKVILLE PA 17931-2105",,,Schuylkill County,Frackville,"Feb 21,2025","Mar 15,2025"
82642,SO31745,Special Occasion Permit,Expired,OLIVIA SCOTT FOUNDATION,,,,,,Washington County,WASHINGTON,"Sep 20,2016","Sep 24,2016"
88740,SO35368,Special Occasion Permit,Expired,CARLISLE ARTS LEARNING CENTER,CARLISLE ARTS LEARNING CENTER,"38 W POMFRET ST, CARLISLE PA 17013-3216","38 W POMFRET ST, CARLISLE PA 17013-3216",,,Cumberland County,Carlisle,"Aug 16,2017","Sep 30,2017"
89593,SO35635,Special Occasion Permit,Expired,ST. MARIA GORETTI PARISH CHURCH,ST. MARIA GORETTI PARISH CHURCH,"1601 DERSTINE RD, HATFIELD PA 19440-1799","1601 DERSTINE RD, HATFIELD PA 19440-1799",,,Montgomery County,Hatfield Twp,"Sep 7,2017","Sep 30,2017"
118510,SO54616,Special Occasion Permit,Expired,LOYAL ORDER OF MOOSE HOUTZDALE LODGE NO. 327,LOYAL ORDER OF MOOSE HOUTZDALE LODGE NO. 327,"607 BRISBIN ST, HOUTZDALE PA 16651-1208","607 BRISBIN ST, HOUTZDALE PA 16651-1208",,,Clearfield County,Houtzdale,"Jul 14,2023","Aug 12,2023"
100891,SO43827,Special Occasion Permit,Expired,NORTH APOLLO VFD,NORTH APOLLO VFD,"311 16TH ST, NORTH APOLLO PA 15673-","PO BOX 787, NORTH APOLLO PA 15673-0787",,,Armstrong County,North Apollo,"Oct 16,2019","Nov 2,2019"
89630,SO35682,Special Occasion Permit,Expired,HISTORIC CATASAUQUA PRESERVATION ASSOCIATION,HISTORIC CATASAUQUA PRESERVATION ASSOCIATION,"8 RACE ST, CATASAUQUA PA 18032-1909","8 RACE ST, CATASAUQUA PA 18032-1909",,,Lehigh County,Catasauqua,"Sep 11,2017","Sep 16,2017"
60495,SO8362,Special Occasion Permit,Expired,GUTHRIE MEMORIAL LIBRARY HANOVERS PUBLIC LIBRARY,GUTHRIE MEMORIAL LIBRARY HANOVERS PUBLIC LIBRARY,"2 LIBRARY PLACE, HANOVER PA 17331-2261","2 LIBRARY PLACE, HANOVER PA 17331-2261",,,York County,Hanover,"Jun 22,2016","Sep 4,2016"
82744,SO31695,Special Occasion Permit,Expired,ST ANDREW CHURCH,ST ANDREW CHURCH,"1230 BEAVER RUN DR, LEHIGHTON PA 18235-9532","1230 BEAVER RUN DR, LEHIGHTON PA 18235-9532",,,Carbon County,Mahoning Twp,"Sep 15,2016","Sep 17,2016"
82807,SO31490,Special Occasion Permit,Expired,[To delete - 1]: FRATERNAL ORDER OF EAGLES SUNBURY AERIE NO. 503,FRATERNAL ORDER OF EAGLES SUNBURY AERIE NO 503,"33 S 3RD ST, SUNBURY PA 17801-2715","33 S 3RD ST PO BOX 176, SUNBURY PA 17801-0176",,,Northumberland County,Sunbury,"Sep 7,2016","Sep 17,2016"
118604,SO54693,Special Occasion Permit,Expired,NEW BETHLEHEM FIRE CO. #1,NEW BETHLEHEM FIRE CO. #1,"425 ARCH ST, NEW BETHLEHEM PA 16242-1101","425 ARCH ST, NEW BETHLEHEM PA 16242-1101",,,Clarion County,New Bethlehem,"Jul 21,2023","Aug 5,2023"
82792,SO31578,Special Occasion Permit,Expired,ST LUKES KNIGHTS OF COLUMBUS,,,,,,Erie County,Erie,"Sep 13,2016","Oct 15,2016"
83013,SO31785,Special Occasion Permit,Expired,"[To delete - 1]: ROSCOE SPORTSMEN'S ASSOC, INC.",,,,,,Washington County,STOCKDALE,"Sep 21,2016","Jan 28,2017"
90061,SO35962,Special Occasion Permit,Expired,IMMACULATE HEART OF MARY PARISH,,,,,,Sullivan County,Cherry Twp,"Oct 6,2017","Nov 12,2017"
89690,SO35742,Special Occasion Permit,Expired,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,"147 N 2ND ST, PHILADELPHIA PA 19106-2010","147 N 2ND ST, PHILADELPHIA PA 19106-2010",,,Philadelphia County,Philadelphia City,"Sep 14,2017","Oct 13,2017"
89689,SO35739,Special Occasion Permit,Expired,MARY MOTHER OF THE REDEEMER HOME & SCHOOL ASSN,MARY MOTHER OF THE REDEEMER HOME & SCHOOL ASSN,"1321 UPPER STATE RD, NORTHWALES PA 19454-1008","1321 UPPER STATE RD, NORTHWALES PA 19454-1008",,,Montgomery County,Montgomery Twp,"Sep 14,2017","Oct 14,2017"
88918,SO35479,Special Occasion Permit,Expired,[To delete - 1]: ALFRED WILSON MEMORIAL POST 7219 VFW,ALFRED WILSON MEMORIAL POST NO. 7219 VFW OF US,"3 MAIN ST, FAIRCHANCE PA 15436-1030","3 MAIN ST PO BOX 516, FAIRCHANCE PA 15436-0516",,,Fayette County,Fairchance,"Aug 22,2017","Sep 16,2017"
88900,SO35466,Special Occasion Permit,Expired,VOLUNTEER FIRE DEPT OF CARROLL TOWNSHIP,VOLUNTEER FIRE DEPT OF CARROLL TOWNSHIP,"988 RTE 837, MONONGAHELA PA 15063-","PO BOX 154, MONONGAHELA PA 15063-0154",,,Washington County,CARROLL TWP,"Aug 22,2017","Oct 28,2017"
90090,SO36059,Special Occasion Permit,Expired,CRESSONA GOOD WILL HOSE CO.,,,,,,Schuylkill County,Cressona Borough,"Oct 18,2017","Oct 28,2017"
82887,SO31600,Special Occasion Permit,Expired,"COUDERSPORT VOLUNTEER FIRE DEPARTMENT, INC.","COUDERSPORT VOLUNTEER FIRE DEPARTMENT, INC.","171 RTE 6 W, COUDERSPORT PA 16915-8462","171 RTE 6 W PO BOX 161, COUDERSPORT PA 16915",,,Potter County,Coudersport,"Sep 13,2016","Oct 22,2016"
90035,SO35967,Special Occasion Permit,Expired,READE VOL. FIRE COMPANY,READE VOL FIRE COMPANY,"268 READE ST, BLANDBURG PA 16619","268 READE ST PO BOX 21, BLANDBURG PA 16619-0021",,,Cambria County,Reade Twp,"Oct 6,2017","Oct 14,2017"
89682,SO35738,Special Occasion Permit,Expired,ST. JOHN THE BAPTIST R.C. CHURCH,,,,,,Westmoreland County,SCOTTDALE,"Sep 14,2017","Oct 14,2017"
88789,SO35408,Special Occasion Permit,Expired,EINTRACHT SINGING SOCIETY ATS BR 25,EINTRACHT SINGING SOCIETY ATS BR 25,"108 TAYLOR ST, NEW CASTLE PA 16101-4504","108 TAYLOR ST, NEW CASTLE PA 16101-4504",,,Lawrence County,Neshannock Twp,"Aug 17,2017","Aug 26,2017"
88775,SO35403,Special Occasion Permit,Expired,FOREST VOLUNTEER FIRE CO.,FOREST VOLUNTEER FIRE CO.,"1129 TOWPATH RD, HAWLEY PA 18428-4649","1129 TOWPATH RD, HAWLEY PA 18428-4649",,,Pike County,Lackawaxen Twp,"Aug 17,2017","Sep 3,2017"
88777,SO35400,Special Occasion Permit,Expired,ST. NICHOLAS SERBIAN ORTHODOX CHURCH,ST. NICHOLAS SERBIAN ORTHODOX CHURCH,"2110 HAYMAKER RD, MONROEVILLE PA 15146-4322","2110 HAYMAKER RD, MONROEVILLE PA 15146-4322",,,Allegheny County,Monroeville,"Aug 17,2017","Sep 24,2017"
89644,SO35677,Special Occasion Permit,Expired,ST JOHN THE BAPTIST BYZANTINE CATHOLIC CHURCH,ST JOHN THE BAPTIST BYZANTINE CATHOLIC CHURCH,"1720 JANE ST, PITTSBURGH PA 15203-1812","1720 JANE ST, PITTSBURGH PA 15203-1812",,,Allegheny County,Pittsburgh,"Sep 11,2017","Nov 3,2017"
89806,SO35771,Special Occasion Permit,Expired,HERR MEMORIAL LIBRARY,HERR MEMORIAL LIBRARY,"500 MARKET ST, MIFFLINBURG PA 17844-1251","500 MARKET ST, MIFFLINBURG PA 17844-1251",,,Union County,Mifflinburg,"Sep 19,2017","Oct 21,2017"
90123,SO35996,Special Occasion Permit,Expired,DILIGENCE FIRE CO. NO. 1,DILIGENCE FIRE CO. NO. 1,"114 W LUDLOW ST, SUMMIT HILL PA 18250-1127","114 W LUDLOW ST PO BOX 114, SUMMIT HILL PA 18250",,,Carbon County,Summit Hill,"Oct 11,2017","Oct 28,2017"
89763,SO35796,Special Occasion Permit,Expired,ELEVATOR CONSTRUCTORS LOCAL 5 CHARITABLE FUND,,,,,,Philadelphia County,Philadelphia City,"Sep 20,2017","Oct 1,2017"
89769,SO35754,Special Occasion Permit,Expired,ANTHRACITE HERITAGE MUSEUM AND IRON FURNACES ASSOCIATES,,,,,,Lackawanna County,Scranton,"Sep 15,2017","Oct 21,2017"
89423,SO35570,Special Occasion Permit,Expired,ST. MARY'S CHURCH,ST. MARY'S CHURCH,"40 SPRING MOUNT RD, SCHWENKSVILLE PA 19473-1739","40 SPRING MOUNT RD, SCHWENKSVILLE PA 19473-1739",,,Montgomery County,Lower Frederick Twp,"Aug 30,2017","Sep 10,2017"
100777,SO43744,Special Occasion Permit,Expired,AMANI FESTIVAL COMMITTEE INC,AMANI FESTIVAL COMMITTEE INC,"50 W RIDGE ST, CARLISLE PA 17013-3827","50 W RIDGE ST, CARLISLE PA 17013-3827",,,Cumberland County,Carlisle,"Oct 4,2019","Oct 18,2019"
88130,SO35397,Special Occasion Permit,Expired,[To delete - 1]: UKRAINIAN EDUCATIONAL & CULTURAL CTR.,UKRAINIAN EDUCATIONAL & CULTURAL CTR.,,,,,Montgomery County,Jenkintown,"Aug 17,2017","Jan 1,2018"
89400,SO35560,Special Occasion Permit,Expired,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,,,,,,Philadelphia County,Philadelphia City,"Aug 29,2017","Oct 7,2017"
90173,SO36099,Special Occasion Permit,Expired,"WYALUSING VALLEY MUSEUM ASSOCIATION, INC.","WYALUSING VALLEY MUSEUM ASSOCIATION, INC.","25 MAIN ST, WYALUSING PA 18853","PO BOX 301, WYALUSING PA 18853-0301",,,Bradford County,Towanda,"Oct 23,2017","Jan 1,2018"
90158,SO36040,Special Occasion Permit,Expired,[To delete - 1]: COMMUNITY FIRE CO NO 1 OF NORTH WHITEHALL TOWNSHIP,COMMUNITY FIRE COMPANY NO 1 OF NORTH WHITEHALL TOWNSHIP,"4550 OLD PACKHOUSE RD, SCHNECKSVILLE PA 18078-2528","4550 OLD PACKHOUSE RD P O BOX 14, SCHNECKSVILLE PA 18078-9383",,,Lehigh County,North Whitehall Twp,"Oct 16,2017","Oct 29,2017"
100773,SO43726,Special Occasion Permit,Expired,PITTSTON KNIGHTS OF COLUMBUS HOME ASSN.,PITTSTON KNIGHTS OF COLUMBUS HOME ASSN,"55 S MAIN ST, PITTSTON PA 18640-1711","55 S MAIN ST, PITTSTON PA 18640-1711",,,Luzerne County,Pittston,"Oct 2,2019","Nov 28,2019"
88457,SO35386,Special Occasion Permit,Expired,[To delete - 1]: RIDGWAY AMERICAN LEGION POST 208,RIDGWAY LEGION CLUB INC.,"330 MAIN ST, RIDGWAY PA 15853-1039","330 MAIN ST, RIDGWAY PA 15853-1039",,,Elk County,Ridgway Twp,"Aug 16,2017","Sep 9,2017"
89449,SO35590,Special Occasion Permit,Expired,CLUB NO. 813 INC.,,,,,,Centre County,Snow Shoe Twp,"Aug 31,2017","Oct 7,2017"
89468,SO35626,Special Occasion Permit,Expired,VENETIAN SOCIAL CLUB,VENETIAN SOCIAL CLUB,"8030 GERMANTOWN AVE, PHILADELPHIA PA 19118-3421","8030 GERMANTOWN AVE, PHILADELPHIA PA 19118-3421",,,Philadelphia County,Philadelphia City,"Sep 6,2017","Sep 24,2017"
100801,SO43751,Special Occasion Permit,Expired,PENNSYLVANIA FARM BUREAU,CENTRAL PENNSYLVANIA FOOD BANK,"3908 COREY RD, HARRISBURG PA 17109-5929","3908 COREY RD, HARRISBURG PA 17109-5929",,,Dauphin County,Derry Twp,"Oct 7,2019","Nov 18,2019"
88198,SO35301,Special Occasion Permit,Expired,SUN INN PRESERVATION ASSN INC,SUN INN PRESERVATION ASSN INC,"556 MAIN ST, BETHLEHEM PA 18018-5861","556 MAIN ST, BETHLEHEM PA 18018-5861",,,Northampton County,Bethlehem,"Aug 11,2017","Aug 13,2017"
89915,SO35870,Special Occasion Permit,Expired,ST. NICHOLAS SERBIAN ORTHODOX CHURCH,ST. NICHOLAS SERBIAN ORTHODOX CHURCH,"2110 HAYMAKER RD, MONROEVILLE PA 15146-4322","2110 HAYMAKER RD, MONROEVILLE PA 15146-4322",,,Allegheny County,Monroeville,"Sep 26,2017","Oct 15,2017"
100805,SO43752,Special Occasion Permit,Expired,ST. AGNES ROMAN CATHOLIC CHURCH,ST. AGNES ROMAN CATHOLIC CHURCH,"445 N MAIN ST, SELLERSVILLE PA 18960-2109","445 N MAIN ST, SELLERSVILLE PA 18960-2109",,,Bucks County,Sellersville,"Oct 7,2019","Nov 8,2019"
88192,SO35323,Special Occasion Permit,Expired,BOTTLE WORKS ETHNIC ARTS CENTER,BOTTLE WORKS ETHNIC ARTS CENTER,"411 THIRD AVE, JOHNSTOWN PA 15906-2705","411 THIRD AVE, JOHNSTOWN PA 15906-2705",,,Cambria County,Johnstown,"Aug 14,2017","Sep 3,2017"
89437,SO35600,Special Occasion Permit,Expired,[To delete - 1]: VETERANS OF FOREIGN WARS COCALICO VALLEY POST NO. 3376 OF EPHRATA,,,,,,Lancaster County,Ephrata,"Sep 6,2017","Oct 21,2017"
101320,SO44122,Special Occasion Permit,Expired,EMMAUS MAIN STREET PROGRAM,EMMAUS MAIN STREET PROGRAM,"191 MAIN ST STE 101, EMMAUS PA 18078-4002","191 MAIN ST STE 101, EMMAUS PA 18078-4002",,,Lehigh County,Emmaus,"Nov 26,2019","Dec 7,2019"
101272,SO44089,Special Occasion Permit,Expired,CUMBERLAND VALLEY SCHOOL OF MUSIC,CUMBERLAND VALLEY SCHOOL OF MUSIC,"1015 PHILADELPHIA AVE, CHAMBERSBURG PA 17201-1279","1015 PHILADELPHIA AVE, CHAMBERSBURG PA 17201-1279",,,Franklin County,Chambersburg,"Nov 21,2019","Feb 1,2020"
100918,SO43848,Special Occasion Permit,Expired,HEALTHY STEPS DIAPER BANK,HEALTHY STEPS DIAPER BANK,"6400 COLCHESTER AVE, HARRISBURG PA 17111-3920","6400 COLCHESTER AVE, HARRISBURG PA 17111-3920",,,Dauphin County,Swatara Twp,"Oct 17,2019","Nov 14,2019"
89994,SO35949,Special Occasion Permit,Expired,STS CONSTANTINE & HELEN GREEK ORTHODOX CHURCH,STS CONSTANTINE & HELEN GREEK ORTHODOX CHURCH,"1001 E WYOMISSING  BLVD, READING PA 19611-1763","1001 E WYOMISSING  BLVD, READING PA 19611-1763",,,Berks County,Reading,"Oct 5,2017","Oct 22,2017"
89515,SO35648,Special Occasion Permit,Expired,WALSTON CLUB INC,WALSTON CLUB,"2509 WALSTON RD, WALSTON PA 15781","PO BOX 4, WALSTON PA 15781-0004",,,Jefferson County,Young Twp,"Sep 8,2017","Oct 15,2017"
88653,SO35448,Special Occasion Permit,Expired,DIVINE MERCY CATHOLIC ACADEMY,DIVINE MERCY CATHOLIC ACADEMY,"2306 BEDFORD ST, JOHNSTOWN PA 15904","2306 BEDFORD ST, JOHNSTOWN PA 15904",,,Cambria County,Geistown,"Aug 21,2017","Nov 10,2017"
89516,SO35605,Special Occasion Permit,Expired,SAINT ANN MARONITE CHURCH,SAINT ANN MARONITE CHURCH,"1320 PRICE ST, SCRANTON PA 18504-3336","1320 PRICE ST, SCRANTON PA 18504-3336",,,Lackawanna County,Scranton,"Sep 6,2017","Sep 17,2017"
88705,SO35371,Special Occasion Permit,Expired,SAINT FRANCIS OF ASSISI PARISH,SAINT FRANCIS OF ASSISI PARISH,"101 W CHURCH AVE, MASONTOWN PA 15461-1895","101 W CHURCH AVE, MASONTOWN PA 15461-1895",,,Fayette County,Masontown,"Aug 16,2017","Sep 3,2017"
89567,SO35660,Special Occasion Permit,Expired,GREENE COUNTY FAIRBOARD,,,,,,Greene County,Franklin Twp,"Sep 8,2017","Sep 9,2017"
89541,SO35676,Special Occasion Permit,Expired,JAMES A MICHENER ART MUSEUM,JAMES A MICHENER ART MUSEUM,"138 S PINE ST, DOYLESTOWN PA 18901-4931","138 S PINE ST, DOYLESTOWN PA 18901-4931",,,Bucks County,Doylestown,"Sep 11,2017","Oct 28,2017"
108952,SO48745,Special Occasion Permit,Expired,LOYAL ORDER OF MOOSE CLEARFIELD LODGE NO 97,LOYAL ORDER OF MOOSE CLEARFIELD LODGE NO 97,"2375 WALLACETON MORRISDALE RD, MORRISDALE PA 16858-8457","2375 WALLACETON MORRISDALE RD, MORRISDALE PA 16858-8457",,,Clearfield County,Morris Twp,"Oct 19,2021","Oct 30,2021"
100856,SO43797,Special Occasion Permit,Expired,LOGANS FERRY HEIGHTS VOLUNTEER FIRE DEPARTMENT,LOGANS FERRY HEIGHTS VOLUNTEER FIRE DEPARTMENT,"1001 SUMMIT ST, NEW KENSINGTON PA 15068-5815","1001 SUMMIT ST, NEW KENSINGTON PA 15068-5815",,,Allegheny County,Plum,"Oct 10,2019","Oct 26,2019"
101343,SO44180,Special Occasion Permit,Expired,OMICRON DELTA LAMBDA FOUNDATION,OMICRON DELTA LAMBDA FOUNDATION,"50 CLIFTON DR, KENNETT SQUARE PA 19348-2737","50 CLIFTON DR, KENNETT SQUARE PA 19348-2737",,,Philadelphia County,Philadelphia City,"Dec 9,2019","Jun 20,2020"
101156,SO44021,Special Occasion Permit,Expired,FLIGHTS COOL T&T ACADEMY INC,FLIGHTS COOL T&T ACADEMY INC,"106 HAMMERSMITH LANE, LITITZ PA 17543-9056","106 HAMMERSMITH LANE, LITITZ PA 17543-9056",,,Lancaster County,East Hempfield Twp,"Nov 8,2019","Dec 6,2019"
101334,SO44129,Special Occasion Permit,Expired,GARAGE STRENGTH WEIGHTLIFTING INC,GARAGE STRENGTH WEIGHTLIFTING INC,"8832 ALLENTOWN  PIKE, FLEETWOOD PA 19522-8521","157 GERNANTS CHURCH RD, LEESPORT PA 19533-8611",,,Berks County,Maidencreek Twp,"Nov 26,2019","Jan 4,2020"
108991,SO48782,Special Occasion Permit,Expired,BUSHKILL FIRE CO.,BUSHKILL FIRE CO.,"124 EVERGREEN DR, BUSHKILL PA 18324-8004","124 EVERGREEN DR, BUSHKILL PA 18324-8004",,,Pike County,Lehman Twp,"Oct 25,2021","Nov 13,2021"
101033,SO43924,Special Occasion Permit,Expired,KNIGHTS OF COLUMBUS COUNCIL #11434,KNIGHTS OF COLUMBUS COUNCIL #11434,"78 RIDGEWAY ST, EAST STROUDSBURG PA 18301-2946","113 JOEL ST, EAST STROUDSBURG PA 18301-8092",,,Monroe County,East Stroudsburg,"Oct 24,2019","Nov 22,2019"
100998,SO43907,Special Occasion Permit,Expired,WINDBER FIRE COMPANY NO.1 LADIES AUXILIARY,WINDBER FIRE COMPANY NO.1 LADIES AUXILIARY,"1620 SOMERSET AVE, WINDBER PA 15963-1748","1620 SOMERSET AVE, WINDBER PA 15963-1748",,,Somerset County,Windber Borough,"Oct 22,2019","Oct 26,2019"
108954,SO48735,Special Occasion Permit,Expired,BUSHY RUN BATTLEFIELD HERITAGE SOCIETY,BUSHY RUN BATTLEFIELD HERITAGE SOCIETY,"1253 BUSHY RUN RD, JEANNETTE PA 15644-","PO Box 468, HARRISON CITY PA 15636",,,Westmoreland County,PENN TWP,"Oct 19,2021","Nov 19,2021"
108847,SO48665,Special Occasion Permit,Expired,AMERICAN LEGION HOME ASSN OF SOUTH FORK,AMERICAN LEGION HOME ASSN OF SOUTH FORK,"320 LAKE ST, SOUTH FORK PA 15956","PO BOX 182, SOUTH FORK PA 15956-1306",,,Cambria County,South Fork,"Oct 8,2021","Oct 9,2021"
109121,SO48831,Special Occasion Permit,Expired,ST. AGNES ROMAN CATHOLIC CHURCH,ST. AGNES ROMAN CATHOLIC CHURCH,"445 N MAIN ST, SELLERSVILLE PA 18960-2109","445 N MAIN ST, SELLERSVILLE PA 18960-2109",,,Bucks County,Sellersville,"Nov 1,2021","Nov 20,2021"
109102,SO48821,Special Occasion Permit,Expired,PRESERVATION POTTSTOWN INC,PRESERVATION POTTSTOWN INC,,,,,Chester County,North Coventry Twp,"Oct 29,2021","Nov 13,2021"
109069,SO48798,Special Occasion Permit,Expired,"CARLISLE REGIONAL PERFORMING ARTS CENTER, INC",CARLISLE REGIONAL PERFORMING ARTS CENTER INC,"40 W HIGH ST, CARLISLE PA 17013-2922","40 W HIGH ST, CARLISLE PA 17013-2922",,,Cumberland County,Carlisle,"Oct 27,2021","Nov 5,2021"
101093,SO43987,Special Occasion Permit,Expired,RURAL VALLEY HOSE CO #1,RURAL VALLEY HOSE CO #1,"730 MAIN ST, RURAL VALLEY PA 16249-","730 MAIN ST PO BOX 431, RURAL VALLEY PA 16249-0431",,,Armstrong County,Rural Valley,"Nov 1,2019","Nov 9,2019"
110432,SO49580,Special Occasion Permit,Expired,AJ FOUNDATION FOR CHILDREN WITH AUTISM,AJ FOUNDATION FOR CHILDREN WITH AUTISM,"1053 PARK AVE, WYCOMBE PA 18980-","PO BOX 234, WYCOMBE PA 18980-0234",,,Bucks County,Northampton Twp,"Mar 3,2022","Apr 23,2022"
109337,SO48967,Special Occasion Permit,Expired,THE IMPROVED MILTON EXPERIENCE,THE IMPROVED MILTON EXPERIENCE,"139 S FRONT ST, MILTON PA 17847-1112","1 S ARCH ST  PO BOX 534, MILTON PA 17847-0534",,,Northumberland County,Milton,"Nov 19,2021","Dec 4,2021"
108928,SO48716,Special Occasion Permit,Expired,CHRIST THE DIVINE SHEPHERD PARISH,CHRIST THE DIVINE SHEPHERD PARISH,"245 AZALEA DR, MONROEVILLE PA 15146-1729","245 AZALEA DR, MONROEVILLE PA 15146-1729",,,Allegheny County,Monroeville,"Oct 14,2021","Oct 16,2021"
110204,SO49451,Special Occasion Permit,Expired,GETTYSBURG ADAMS CHAMBER OF COMMERCE,GETTYSBURG ADAMS CHAMBER OF COMMERCE,"1382 BIGLERVILLE RD, GETTYSBURG PA 17325-8018","1382 BIGLERVILLE RD, GETTYSBURG PA 17325-8018",,,Adams County,Germany Twp,"Feb 17,2022","Mar 12,2022"
109214,SO48888,Special Occasion Permit,Expired,PHILADELPHIA CURLING CLUB,PHILADELPHIA CURLING CLUB,"65 PLANK AVE, PAOLI PA 19301-1724","65 PLANK AVE, PAOLI PA 19301-1724",,,Chester County,Willistown Twp,"Nov 8,2021","Nov 21,2021"
109361,SO48987,Special Occasion Permit,Expired,UNDINE FIRE CO. NO. 2 OF BELLEFONTE,UNDINE FIRE CO. NO. 2 OF BELLEFONTE,"133 E BISHOP ST, BELLEFONTE PA 16823-1939","133 E BISHOP ST, BELLEFONTE PA 16823-1939",,,Centre County,Bellefonte,"Nov 24,2021","May 7,2022"
110188,SO49444,Special Occasion Permit,Expired,PENN-MAR IRISH FESTIVAL,PENN-MAR IRISH FESTIVAL,"12025 SUSQUEHANNA TRAIL, GLEN ROCK PA 17327-9070","12025 SUSQUEHANNA TRAIL, GLEN ROCK PA 17327-9070",,,York County,Shrewsbury Twp,"Feb 16,2022","Jun 18,2022"
109305,SO48953,Special Occasion Permit,Expired,HARTFORD HEIGHTS VOL FIRE COMP AND RELIEF ASSO. OF NORTH HUNTINGDON TWP. NO. 5,HARTFORD HEIGHTS VOL FIRE COMP AND RELIEF ASSO. OF NORTH HUNTINGDON TWP. NO. 5,"14335 RTE 30, NORTH HUNTINGDON PA 15642-1070","14335 RTE 30, NORTH HUNTINGDON PA 15642-1070",,,Westmoreland County,NORTH HUNTINGDON TWP,"Nov 17,2021","Dec 4,2021"
110168,SO49430,Special Occasion Permit,Expired,ZELIENOPLE AREA PUBLIC LIBRARY,ZELIENOPLE AREA PUBLIC LIBRARY,"227 S HIGH ST, ZELIENOPLE PA 16063-1320","227 S HIGH ST, ZELIENOPLE PA 16063-1320",,,Butler County,Jackson Twp,"Feb 15,2022","Apr 9,2022"
110468,SO49594,Special Occasion Permit,Expired,BEDFORD FIRE DEPARTMENT NO. 1 INC.,BEDFORD FIRE DEPARTMENT NO. 1 INC.,"244 W PENN ST, BEDFORD PA 15522","PO BOX 655, BEDFORD PA 15522-0655",,,Bedford County,Bedford Twp,"Mar 4,2022","Jun 4,2022"
109389,SO49006,Special Occasion Permit,Expired,EMMAUS MAIN STREET PROGRAM,EMMAUS MAIN STREET PROGRAM,"191 MAIN ST STE 101, EMMAUS PA 18078-4002","191 MAIN ST STE 101, EMMAUS PA 18078-4002",,,Lehigh County,Emmaus,"Nov 30,2021","Dec 4,2021"
109299,SO48941,Special Occasion Permit,Expired,FORT LIGONIER ASSOCIATION,FORT LIGONIER ASSOCIATION,"200 S MARKET ST, LIGONIER PA 15658-1242","200 S MARKET ST, LIGONIER PA 15658-1242",,,Westmoreland County,LIGONIER,"Nov 16,2021","Nov 28,2021"
110512,SO49687,Special Occasion Permit,Expired,CENTRAL PA WINE FEST INC,CENTRAL PA WINE FEST INC,"1277 HEMLOCK  ST, BLOOMSBURG PA 17815","1277 HEMLOCK  ST, BLOOMSBURG PA 17815",,,Columbia County,Bloomsburg,"Mar 11,2022","Jun 11,2022"
110290,SO49497,Special Occasion Permit,Expired,LANCASTER COUNTY CAREER AND TECHNOLOGY FOUNDATION,LANCASTER COUNTY CAREER AND TECHNOLOGY FOUNDATION,"1730 HANS HERR DR, WILLOW STREET PA 17584","PO BOX 527, WILLOW STREET PA 17584-0527",,,Lancaster County,Mount Joy Twp,"Feb 24,2022","May 5,2022"
110603,SO49709,Special Occasion Permit,Expired,ISABELLA VOLUNTEER FIRE DEPARTMENT,ISABELLA VOLUNTEER FIRE DEPARTMENT,"615 MAIN ST, ISABELLA PA 15447-","615 MAIN ST BOX 123, ISABELLA PA 15447-0123",,,Fayette County,Luzerne Twp,"Mar 14,2022","Mar 19,2022"
